Время[c], Напряжение[В]
0.7505,2.4902
0.7510,2.4951
0.7516,2.4902
0.7521,2.4902
0.7526,2.4902
0.7531,2.4951
0.7537,2.4902
0.7542,2.4805
0.7547,2.4902
0.7552,2.4902
0.7558,2.4902
0.7563,2.4902
0.7568,2.4902
0.7573,2.4902
0.7579,2.4902
0.7584,2.4805
0.7589,2.4902
0.7594,2.4902
0.7599,2.4902
0.7605,2.4902
0.7610,2.4902
0.7615,2.4902
0.7620,2.4902
0.7626,2.4902
0.7631,2.4902
0.7636,2.4902
0.7641,2.4902
0.7647,2.4854
0.7652,2.4805
0.7657,2.4902
0.7662,2.4805
0.7667,2.4805
0.7673,2.4854
0.7678,2.4805
0.7683,2.4805
0.7689,2.4902
0.7694,2.4902
0.7699,2.4854
0.7704,2.4854
0.7710,2.4902
0.7715,2.4854
0.7720,2.4902
0.7725,2.4902
0.7731,2.4902
0.7736,2.4902
0.7741,2.4902
0.7746,2.4902
0.7752,2.4854
0.7757,2.4805
0.7762,2.4902
0.7767,2.4902
0.7773,2.4902
0.7778,2.4854
0.7783,2.4805
0.7788,2.4902
0.7794,2.4854
0.7799,2.4902
0.7804,2.4902
0.7809,2.4902
0.7814,2.4902
0.7820,2.4854
0.7825,2.4854
0.7830,2.4854
0.7835,2.4902
0.7841,2.4902
0.7846,2.4854
0.7851,2.4854
0.7856,2.4902
0.7862,2.4854
0.7867,2.4902
0.7872,2.4902
0.7877,2.4854
0.7882,2.4902
0.7888,2.4902
0.7893,2.4854
0.7898,2.4902
0.7903,2.4854
0.7909,2.4902
0.7914,2.4902
0.7919,2.4902
0.7924,2.4854
0.7930,2.4902
0.7935,2.4902
0.7940,2.4854
0.7945,2.4902
0.7950,2.4902
0.7956,2.4854
0.7961,2.4854
0.7966,2.4854
0.7971,2.4854
0.7977,2.4902
0.7982,2.4902
0.7987,2.4854
0.7992,2.4902
0.7998,2.4902
0.8003,2.4854
0.8008,2.4902
0.8013,2.4902
0.8018,2.4902
0.8024,2.4902
0.8029,2.4805
0.8034,2.4805
0.8039,2.4951
0.8045,2.4854
0.8050,2.4854
0.8055,2.4854
0.8060,2.4854
0.8066,2.4902
0.8071,2.4902
0.8076,2.4805
0.8081,2.4902
0.8086,2.4902
0.8092,2.4854
0.8097,2.4854
0.8102,2.4902
0.8107,2.4902
0.8113,2.4902
0.8118,2.4854
0.8123,2.4902
0.8128,2.4854
0.8134,2.4854
0.8139,2.4902
0.8144,2.4902
0.8149,2.4854
0.8154,2.4805
0.8160,2.4902
0.8165,2.4902
0.8170,2.4902
0.8175,2.4902
0.8181,2.4902
0.8186,2.4902
0.8191,2.4902
0.8196,2.4902
0.8202,2.4902
0.8207,2.4902
0.8212,2.4854
0.8217,2.4902
0.8223,2.4854
0.8228,2.4805
0.8234,2.4902
0.8239,2.4902
0.8244,2.4902
0.8249,2.4854
0.8255,2.4854
0.8260,2.4902
0.8265,2.4902
0.8270,2.4805
0.8276,2.4902
0.8281,2.4902
0.8286,2.4854
0.8291,2.4902
0.8296,2.4902
0.8302,2.4854
0.8307,2.4902
0.8312,2.4902
0.8317,2.4902
0.8323,2.4902
0.8328,2.4902
0.8333,2.4805
0.8338,2.4902
0.8344,2.4902
0.8349,2.4951
0.8354,2.4805
0.8359,2.4902
0.8365,2.4902
0.8370,2.4902
0.8375,2.4854
0.8380,2.4902
0.8386,2.4854
0.8391,2.4854
0.8396,2.4902
0.8401,2.4902
0.8407,2.4902
0.8412,2.4854
0.8417,2.4902
0.8422,2.4854
0.8427,2.4902
0.8433,2.4854
0.8438,2.4854
0.8443,2.4902
0.8448,2.4805
0.8454,2.4805
0.8459,2.4805
0.8464,2.4805
0.8469,2.4902
0.8475,2.4902
0.8480,2.4902
0.8485,2.4854
0.8490,2.4902
0.8496,2.4902
0.8501,2.4902
0.8506,2.4902
0.8511,2.4902
0.8516,2.4902
0.8522,2.4902
0.8527,2.4805
0.8532,2.4756
0.8537,2.4902
0.8543,2.4902
0.8548,2.4805
0.8553,2.4805
0.8558,2.4805
0.8564,2.4854
0.8569,2.4854
0.8574,2.4805
0.8579,2.4854
0.8584,2.4902
0.8590,2.4854
0.8595,2.4854
0.8600,2.4854
0.8605,2.4902
0.8611,2.4902
0.8616,2.4854
0.8621,2.4902
0.8626,2.4902
0.8632,2.4854
0.8637,2.4902
0.8642,2.4902
0.8647,2.4902
0.8652,2.4854
0.8658,2.4902
0.8663,2.4805
0.8668,2.4854
0.8673,2.4854
0.8679,2.4902
0.8684,2.4902
0.8689,2.4902
0.8694,2.4902
0.8700,2.4902
0.8705,2.4902
0.8710,2.4805
0.8715,2.4854
0.8720,2.4902
0.8726,2.4805
0.8731,2.4854
0.8736,2.4805
0.8741,2.4805
0.8747,2.4902
0.8752,2.4902
0.8757,2.4854
0.8762,2.4854
0.8768,2.4902
0.8773,2.4902
0.8778,2.4854
0.8783,2.4902
0.8788,2.4902
0.8794,2.4902
0.8799,2.4854
0.8804,2.4902
0.8809,2.4805
0.8815,2.4902
0.8820,2.4805
0.8825,2.4854
0.8830,2.4854
0.8836,2.4854
0.8841,2.4805
0.8846,2.4854
0.8851,2.4854
0.8856,2.4902
0.8862,2.4902
0.8867,2.4854
0.8872,2.4854
0.8877,2.4902
0.8883,2.4902
0.8888,2.4902
0.8893,2.4854
0.8898,2.4902
0.8904,2.4902
0.8909,2.4854
0.8914,2.4805
0.8919,2.4854
0.8924,2.4902
0.8930,2.4902
0.8935,2.4902
0.8940,2.4902
0.8945,2.4902
0.8951,2.4902
0.8956,2.4902
0.8961,2.4854
0.8966,2.4854
0.8972,2.4854
0.8977,2.4854
0.8982,2.4902
0.8987,2.4854
0.8992,2.4854
0.8998,2.4902
0.9003,2.4805
0.9008,2.4805
0.9014,2.4805
0.9019,2.4805
0.9024,2.4854
0.9029,2.4902
0.9034,2.4902
0.9040,2.4854
0.9045,2.4902
0.9050,2.4902
0.9055,2.4902
0.9061,2.4902
0.9066,2.4854
0.9071,2.4902
0.9076,2.4854
0.9082,2.4854
0.9087,2.4805
0.9092,2.4902
0.9097,2.4805
0.9102,2.4854
0.9108,2.4854
0.9113,2.4805
0.9118,2.4805
0.9123,2.4805
0.9129,2.4902
0.9134,2.4902
0.9139,2.4902
0.9144,2.4854
0.9150,2.4854
0.9155,2.4854
0.9160,2.4902
0.9165,2.4854
0.9170,2.4854
0.9176,2.4854
0.9181,2.4902
0.9186,2.4854
0.9192,2.4805
0.9197,2.4854
0.9203,2.4854
0.9208,2.4854
0.9214,2.4805
0.9220,2.4854
0.9225,2.4902
0.9230,2.4902
0.9236,2.4854
0.9243,2.4902
0.9248,2.4902
0.9254,2.4854
0.9259,2.4854
0.9265,2.4805
0.9270,2.4902
0.9276,2.4902
0.9281,2.4854
0.9287,2.4902
0.9292,2.4854
0.9298,2.4854
0.9303,2.4854
0.9309,2.4854
0.9314,2.4902
0.9320,2.4854
0.9325,2.4854
0.9331,2.4902
0.9337,2.4902
0.9342,2.4805
0.9348,2.4902
0.9354,2.4902
0.9359,2.4805
0.9365,2.4854
0.9371,2.4902
0.9377,2.4854
0.9383,2.4902
0.9389,2.4951
0.9394,2.4951
0.9400,2.4951
0.9405,2.4854
0.9411,2.4951
0.9417,2.4951
0.9422,2.4951
0.9428,2.4951
0.9433,2.4951
0.9439,2.5000
0.9444,2.4951
0.9450,2.5000
0.9455,2.5049
0.9461,2.5000
0.9466,2.5000
0.9472,2.5049
0.9477,2.4902
0.9483,2.5000
0.9488,2.5049
0.9494,2.5000
0.9499,2.5098
0.9505,2.5000
0.9510,2.5098
0.9516,2.5098
0.9522,2.5098
0.9527,2.5098
0.9533,2.5098
0.9538,2.5098
0.9544,2.5098
0.9549,2.5049
0.9555,2.5146
0.9560,2.5098
0.9566,2.5146
0.9571,2.5098
0.9577,2.5146
0.9582,2.5049
0.9588,2.5146
0.9593,2.5098
0.9599,2.5098
0.9604,2.5146
0.9610,2.5098
0.9615,2.5195
0.9621,2.5195
0.9626,2.5244
0.9632,2.5244
0.9637,2.5244
0.9643,2.5146
0.9648,2.5195
0.9654,2.5244
0.9659,2.5244
0.9665,2.5244
0.9670,2.5293
0.9676,2.5195
0.9681,2.5293
0.9687,2.5244
0.9692,2.5293
0.9698,2.5342
0.9703,2.5293
0.9709,2.5342
0.9715,2.5342
0.9720,2.5293
0.9726,2.5293
0.9731,2.5342
0.9737,2.5293
0.9742,2.5391
0.9748,2.5244
0.9753,2.5342
0.9759,2.5244
0.9764,2.5391
0.9770,2.5391
0.9775,2.5391
0.9781,2.5391
0.9786,2.5439
0.9792,2.5439
0.9797,2.5391
0.9803,2.5439
0.9808,2.5391
0.9814,2.5391
0.9819,2.5391
0.9825,2.5439
0.9831,2.5439
0.9836,2.5391
0.9842,2.5488
0.9847,2.5391
0.9853,2.5488
0.9858,2.5439
0.9864,2.5391
0.9869,2.5488
0.9875,2.5537
0.9880,2.5537
0.9886,2.5488
0.9891,2.5537
0.9897,2.5537
0.9902,2.5537
0.9908,2.5537
0.9913,2.5586
0.9919,2.5537
0.9924,2.5537
0.9930,2.5537
0.9935,2.5586
0.9941,2.5586
0.9946,2.5586
0.9952,2.5537
0.9957,2.5635
0.9963,2.5635
0.9968,2.5586
0.9974,2.5586
0.9979,2.5586
0.9985,2.5635
0.9990,2.5537
0.9996,2.5635
1.0001,2.5635
1.0007,2.5635
1.0012,2.5635
1.0018,2.5635
1.0023,2.5586
1.0029,2.5635
1.0034,2.5635
1.0040,2.5586
1.0045,2.5586
1.0051,2.5635
1.0056,2.5586
1.0062,2.5635
1.0067,2.5635
1.0073,2.5635
1.0078,2.5635
1.0084,2.5537
1.0089,2.5635
1.0095,2.5635
1.0100,2.5684
1.0106,2.5635
1.0111,2.5635
1.0117,2.5586
1.0122,2.5635
1.0128,2.5586
1.0133,2.5635
1.0139,2.5635
1.0144,2.5635
1.0150,2.5684
1.0155,2.5684
1.0161,2.5635
1.0166,2.5684
1.0172,2.5586
1.0177,2.5635
1.0183,2.5635
1.0188,2.5684
1.0194,2.5684
1.0199,2.5684
1.0205,2.5684
1.0210,2.5537
1.0216,2.5684
1.0221,2.5635
1.0227,2.5635
1.0232,2.5684
1.0238,2.5635
1.0243,2.5635
1.0249,2.5684
1.0254,2.5684
1.0260,2.5586
1.0265,2.5684
1.0271,2.5635
1.0276,2.5586
1.0282,2.5684
1.0287,2.5586
1.0293,2.5684
1.0298,2.5586
1.0304,2.5635
1.0309,2.5635
1.0315,2.5586
1.0320,2.5684
1.0326,2.5586
1.0331,2.5635
1.0337,2.5635
1.0342,2.5586
1.0348,2.5635
1.0353,2.5586
1.0359,2.5586
1.0364,2.5635
1.0370,2.5635
1.0375,2.5635
1.0381,2.5635
1.0386,2.5635
1.0392,2.5586
1.0397,2.5684
1.0403,2.5586
1.0408,2.5635
1.0414,2.5684
1.0419,2.5586
1.0425,2.5586
1.0430,2.5635
1.0436,2.5684
1.0441,2.5635
1.0447,2.5635
1.0452,2.5537
1.0458,2.5635
1.0463,2.5635
1.0469,2.5537
1.0474,2.5684
1.0480,2.5635
1.0485,2.5684
1.0491,2.5586
1.0496,2.5684
1.0502,2.5635
1.0507,2.5586
1.0513,2.5635
1.0518,2.5635
1.0524,2.5488
1.0529,2.5635
1.0535,2.5684
1.0540,2.5586
1.0546,2.5635
1.0551,2.5635
1.0557,2.5537
1.0562,2.5635
1.0568,2.5586
1.0573,2.5635
1.0579,2.5586
1.0584,2.5586
1.0590,2.5635
1.0595,2.5635
1.0601,2.5635
1.0606,2.5635
1.0612,2.5586
1.0617,2.5635
1.0623,2.5635
1.0628,2.5635
1.0634,2.5586
1.0639,2.5635
1.0645,2.5635
1.0650,2.5635
1.0656,2.5488
1.0661,2.5635
1.0667,2.5635
1.0672,2.5537
1.0678,2.5635
1.0683,2.5586
1.0689,2.5586
1.0694,2.5586
1.0700,2.5586
1.0705,2.5635
1.0711,2.5635
1.0716,2.5537
1.0722,2.5635
1.0727,2.5586
1.0733,2.5586
1.0738,2.5586
1.0744,2.5635
1.0749,2.5586
1.0755,2.5635
1.0760,2.5586
1.0766,2.5635
1.0771,2.5537
1.0777,2.5635
1.0782,2.5586
1.0788,2.5635
1.0793,2.5586
1.0799,2.5635
1.0804,2.5586
1.0810,2.5586
1.0815,2.5537
1.0821,2.5635
1.0826,2.5586
1.0832,2.5586
1.0837,2.5635
1.0843,2.5586
1.0848,2.5635
1.0854,2.5635
1.0859,2.5586
1.0865,2.5635
1.0870,2.5537
1.0876,2.5635
1.0881,2.5537
1.0887,2.5635
1.0892,2.5635
1.0898,2.5586
1.0903,2.5586
1.0909,2.5635
1.0914,2.5635
1.0920,2.5586
1.0925,2.5586
1.0931,2.5635
1.0936,2.5586
1.0942,2.5586
1.0947,2.5635
1.0953,2.5635
1.0958,2.5586
1.0964,2.5586
1.0969,2.5586
1.0975,2.5586
1.0980,2.5537
1.0986,2.5635
1.0991,2.5586
1.0997,2.5586
1.1002,2.5635
1.1008,2.5586
1.1013,2.5586
1.1019,2.5586
1.1024,2.5586
1.1030,2.5586
1.1035,2.5635
1.1041,2.5586
1.1046,2.5586
1.1052,2.5488
1.1057,2.5635
1.1063,2.5537
1.1068,2.5635
1.1074,2.5635
1.1079,2.5586
1.1085,2.5635
1.1090,2.5635
1.1096,2.5586
1.1101,2.5586
1.1107,2.5488
1.1113,2.5537
1.1118,2.5586
1.1124,2.5488
1.1129,2.5586
1.1135,2.5586
1.1140,2.5537
1.1146,2.5537
1.1151,2.5586
1.1157,2.5586
1.1162,2.5635
1.1168,2.5586
1.1173,2.5586
1.1179,2.5586
1.1184,2.5586
1.1190,2.5635
1.1195,2.5586
1.1201,2.5488
1.1206,2.5635
1.1212,2.5586
1.1217,2.5635
1.1223,2.5586
1.1228,2.5635
1.1234,2.5586
1.1239,2.5586
1.1245,2.5635
1.1251,2.5586
1.1256,2.5586
1.1262,2.5586
1.1267,2.5488
1.1273,2.5586
1.1278,2.5537
1.1284,2.5586
1.1289,2.5537
1.1295,2.5586
1.1300,2.5586
1.1306,2.5537
1.1311,2.5537
1.1317,2.5586
1.1322,2.5537
1.1328,2.5586
1.1333,2.5635
1.1339,2.5586
1.1344,2.5586
1.1350,2.5586
1.1355,2.5537
1.1361,2.5586
1.1366,2.5586
1.1372,2.5586
1.1377,2.5586
1.1383,2.5537
1.1388,2.5586
1.1394,2.5586
1.1399,2.5586
1.1405,2.5635
1.1410,2.5586
1.1416,2.5586
1.1421,2.5586
1.1427,2.5635
1.1432,2.5586
1.1438,2.5586
1.1443,2.5586
1.1449,2.5586
1.1454,2.5586
1.1460,2.5537
1.1465,2.5537
1.1471,2.5537
1.1477,2.5586
1.1482,2.5586
1.1488,2.5537
1.1494,2.5635
1.1500,2.5586
1.1506,2.5537
1.1512,2.5586
1.1518,2.5586
1.1523,2.5586
1.1529,2.5586
1.1535,2.5488
1.1540,2.5537
1.1546,2.5537
1.1552,2.5635
1.1558,2.5635
1.1564,2.5537
1.1570,2.5586
1.1576,2.5537
1.1582,2.5488
1.1588,2.5586
1.1594,2.5537
1.1600,2.5537
1.1606,2.5488
1.1612,2.5586
1.1618,2.5635
1.1623,2.5537
1.1629,2.5586
1.1635,2.5635
1.1640,2.5586
1.1646,2.5586
1.1653,2.5537
1.1658,2.5537
1.1664,2.5537
1.1670,2.5586
1.1676,2.5586
1.1682,2.5586
1.1688,2.5586
1.1694,2.5586
1.1700,2.5586
1.1706,2.5586
1.1712,2.5586
1.1718,2.5586
1.1723,2.5537
1.1729,2.5586
1.1735,2.5586
1.1741,2.5586
1.1747,2.5537
1.1753,2.5586
1.1759,2.5586
1.1765,2.5586
1.1772,2.5586
1.1778,2.5586
1.1783,2.5537
1.1789,2.5537
1.1795,2.5586
1.1801,2.5635
1.1807,2.5488
1.1813,2.5586
1.1818,2.5586
1.1824,2.5488
1.1831,2.5537
1.1837,2.5488
1.1843,2.5586
1.1848,2.5537
1.1854,2.5586
1.1860,2.5586
1.1866,2.5586
1.1872,2.5586
1.1878,2.5488
1.1884,2.5586
1.1890,2.5586
1.1895,2.5537
1.1901,2.5586
1.1907,2.5586
1.1913,2.5537
1.1919,2.5586
1.1925,2.5537
1.1930,2.5586
1.1936,2.5586
1.1942,2.5537
1.1948,2.5586
1.1954,2.5586
1.1960,2.5586
1.1966,2.5537
1.1972,2.5586
1.1978,2.5586
1.1983,2.5439
1.1989,2.5537
1.1995,2.5537
1.2001,2.5537
1.2007,2.5488
1.2013,2.5586
1.2018,2.5586
1.2024,2.5586
1.2030,2.5635
1.2035,2.5488
1.2041,2.5537
1.2046,2.5586
1.2052,2.5537
1.2057,2.5537
1.2063,2.5537
1.2068,2.5537
1.2074,2.5586
1.2079,2.5586
1.2085,2.5586
1.2090,2.5537
1.2096,2.5586
1.2101,2.5537
1.2107,2.5586
1.2112,2.5537
1.2118,2.5586
1.2123,2.5488
1.2129,2.5488
1.2134,2.5586
1.2140,2.5537
1.2145,2.5586
1.2151,2.5586
1.2156,2.5586
1.2162,2.5537
1.2167,2.5586
1.2173,2.5586
1.2178,2.5488
1.2184,2.5537
1.2189,2.5586
1.2195,2.5586
1.2200,2.5488
1.2206,2.5586
1.2211,2.5586
1.2217,2.5537
1.2222,2.5586
1.2228,2.5488
1.2233,2.5488
1.2239,2.5586
1.2244,2.5586
1.2250,2.5537
1.2255,2.5586
1.2262,2.5586
1.2268,2.5586
1.2273,2.5537
1.2279,2.5586
1.2284,2.5586
1.2289,2.5537
1.2294,2.5586
1.2300,2.5586
1.2305,2.5537
1.2310,2.5586
1.2315,2.5586
1.2320,2.5586
1.2326,2.5586
1.2331,2.5586
1.2336,2.5586
1.2341,2.5488
1.2347,2.5537
1.2352,2.5586
1.2357,2.5537
1.2362,2.5537
1.2368,2.5586
1.2373,2.5586
1.2378,2.5586
1.2383,2.5488
1.2389,2.5488
1.2394,2.5537
1.2399,2.5586
1.2404,2.5586
1.2409,2.5537
1.2415,2.5586
1.2420,2.5586
1.2425,2.5586
1.2430,2.5586
1.2436,2.5586
1.2441,2.5537
1.2446,2.5488
1.2451,2.5537
1.2457,2.5586
1.2462,2.5488
1.2467,2.5488
1.2472,2.5586
1.2477,2.5488
1.2483,2.5488
1.2488,2.5537
1.2493,2.5537
1.2498,2.5537
1.2504,2.5586
1.2509,2.5537
1.2514,2.5586
1.2519,2.5586
1.2525,2.5586
1.2530,2.5537
1.2535,2.5537
1.2541,2.5488
1.2546,2.5488
1.2551,2.5586
1.2556,2.5586
1.2561,2.5537
1.2567,2.5537
1.2572,2.5586
1.2577,2.5586
1.2582,2.5537
1.2588,2.5586
1.2593,2.5537
1.2598,2.5537
1.2603,2.5537
1.2609,2.5586
1.2614,2.5586
1.2619,2.5537
1.2624,2.5537
1.2630,2.5586
1.2635,2.5586
1.2640,2.5537
1.2645,2.5537
1.2650,2.5537
1.2656,2.5537
1.2661,2.5537
1.2666,2.5537
1.2671,2.5537
1.2677,2.5537
1.2682,2.5537
1.2687,2.5537
1.2692,2.5586
1.2697,2.5537
1.2703,2.5537
1.2708,2.5586
1.2713,2.5586
1.2718,2.5537
1.2724,2.5537
1.2729,2.5537
1.2734,2.5586
1.2739,2.5537
1.2745,2.5537
1.2750,2.5488
1.2755,2.5488
1.2760,2.5488
1.2765,2.5488
1.2771,2.5586
1.2776,2.5537
1.2781,2.5586
1.2786,2.5488
1.2792,2.5586
1.2797,2.5586
1.2802,2.5537
1.2807,2.5635
1.2813,2.5586
1.2818,2.5586
1.2823,2.5537
1.2828,2.5488
1.2834,2.5586
1.2839,2.5586
1.2844,2.5537
1.2849,2.5488
1.2854,2.5488
1.2860,2.5488
1.2865,2.5586
1.2870,2.5586
1.2875,2.5488
1.2881,2.5586
1.2886,2.5586
1.2891,2.5537
1.2896,2.5586
1.2902,2.5586
1.2907,2.5586
1.2912,2.5586
1.2917,2.5537
1.2922,2.5586
1.2928,2.5537
1.2933,2.5488
1.2938,2.5586
1.2943,2.5586
1.2949,2.5586
1.2954,2.5586
1.2959,2.5537
1.2964,2.5586
1.2970,2.5537
1.2975,2.5537
1.2980,2.5537
1.2985,2.5586
1.2990,2.5586
1.2996,2.5537
1.3001,2.5488
1.3006,2.5537
1.3011,2.5488
1.3017,2.5488
1.3022,2.5537
1.3027,2.5537
1.3032,2.5488
1.3038,2.5537
1.3043,2.5537
1.3048,2.5586
1.3053,2.5537
1.3058,2.5537
1.3064,2.5488
1.3069,2.5537
1.3074,2.5537
1.3079,2.5586
1.3085,2.5586
1.3090,2.5586
1.3095,2.5537
1.3100,2.5488
1.3105,2.5488
1.3111,2.5537
1.3116,2.5537
1.3121,2.5537
1.3126,2.5537
1.3132,2.5537
1.3137,2.5537
1.3142,2.5537
1.3147,2.5537
1.3153,2.5537
1.3158,2.5586
1.3163,2.5586
1.3168,2.5488
1.3173,2.5537
1.3179,2.5488
1.3184,2.5586
1.3189,2.5586
1.3195,2.5537
1.3200,2.5537
1.3205,2.5586
1.3210,2.5586
1.3215,2.5537
1.3221,2.5537
1.3226,2.5586
1.3231,2.5537
1.3236,2.5537
1.3242,2.5537
1.3247,2.5488
1.3252,2.5439
1.3257,2.5488
1.3263,2.5488
1.3268,2.5586
1.3273,2.5586
1.3278,2.5586
1.3283,2.5488
1.3289,2.5537
1.3294,2.5537
1.3299,2.5537
1.3304,2.5586
1.3310,2.5537
1.3315,2.5586
1.3320,2.5537
1.3325,2.5537
1.3331,2.5488
1.3336,2.5537
1.3341,2.5586
1.3346,2.5537
1.3351,2.5537
1.3357,2.5439
1.3362,2.5488
1.3367,2.5537
1.3372,2.5488
1.3378,2.5537
1.3383,2.5586
1.3388,2.5537
1.3393,2.5537
1.3399,2.5537
1.3404,2.5537
1.3409,2.5586
1.3414,2.5537
1.3419,2.5537
1.3425,2.5537
1.3430,2.5537
1.3435,2.5537
1.3441,2.5488
1.3446,2.5586
1.3452,2.5537
1.3458,2.5586
1.3463,2.5537
1.3469,2.5537
1.3474,2.5488
1.3479,2.5586
1.3484,2.5537
1.3490,2.5488
1.3495,2.5488
1.3500,2.5537
1.3505,2.5537
1.3511,2.5488
1.3516,2.5537
1.3521,2.5537
1.3526,2.5488
1.3532,2.5586
1.3537,2.5586
1.3542,2.5488
1.3547,2.5488
1.3553,2.5586
1.3558,2.5586
1.3563,2.5586
1.3568,2.5537
1.3574,2.5537
1.3579,2.5586
1.3584,2.5586
1.3589,2.5537
1.3594,2.5537
1.3600,2.5537
1.3605,2.5439
1.3610,2.5537
1.3616,2.5537
1.3621,2.5537
1.3626,2.5586
1.3632,2.5537
1.3637,2.5537
1.3642,2.5537
1.3647,2.5537
1.3653,2.5537
1.3658,2.5488
1.3663,2.5488
1.3668,2.5537
1.3674,2.5537
1.3679,2.5488
1.3684,2.5439
1.3689,2.5488
1.3695,2.5537
1.3700,2.5488
1.3705,2.5488
1.3710,2.5537
1.3716,2.5537
1.3721,2.5586
1.3726,2.5586
1.3731,2.5439
1.3737,2.5488
1.3742,2.5537
1.3747,2.5488
1.3752,2.5488
1.3758,2.5488
1.3763,2.5586
1.3768,2.5537
1.3773,2.5537
1.3778,2.5439
1.3784,2.5537
1.3789,2.5537
1.3794,2.5537
1.3799,2.5537
1.3805,2.5537
1.3810,2.5537
1.3815,2.5537
1.3820,2.5439
1.3826,2.5488
1.3831,2.5537
1.3836,2.5586
1.3841,2.5537
1.3846,2.5439
1.3852,2.5537
1.3857,2.5488
1.3862,2.5391
1.3868,2.5537
1.3873,2.5537
1.3878,2.5488
1.3883,2.5439
1.3888,2.5537
1.3894,2.5537
1.3899,2.5488
1.3904,2.5488
1.3909,2.5488
1.3915,2.5439
1.3920,2.5488
1.3925,2.5488
1.3930,2.5537
1.3936,2.5537
1.3941,2.5537
1.3946,2.5537
1.3951,2.5537
1.3957,2.5537
1.3962,2.5488
1.3967,2.5537
1.3972,2.5586
1.3978,2.5488
1.3983,2.5537
1.3988,2.5537
1.3993,2.5537
1.3998,2.5537
1.4004,2.5439
1.4009,2.5488
1.4014,2.5537
1.4019,2.5488
1.4025,2.5488
1.4030,2.5488
1.4035,2.5439
1.4040,2.5537
1.4045,2.5537
1.4051,2.5537
1.4056,2.5439
1.4061,2.5537
1.4066,2.5537
1.4072,2.5537
1.4077,2.5537
1.4082,2.5537
1.4087,2.5537
1.4093,2.5537
1.4098,2.5488
1.4103,2.5439
1.4108,2.5537
1.4113,2.5537
1.4119,2.5488
1.4124,2.5488
1.4129,2.5488
1.4134,2.5488
1.4140,2.5488
1.4145,2.5488
1.4150,2.5537
1.4156,2.5537
1.4161,2.5488
1.4167,2.5537
1.4172,2.5537
1.4177,2.5537
1.4182,2.5537
1.4188,2.5537
1.4193,2.5537
1.4199,2.5439
1.4204,2.5537
1.4210,2.5537
1.4216,2.5537
1.4221,2.5537
1.4227,2.5537
1.4232,2.5439
1.4237,2.5537
1.4243,2.5537
1.4248,2.5537
1.4254,2.5537
1.4259,2.5586
1.4264,2.5537
1.4269,2.5537
1.4275,2.5537
1.4280,2.5488
1.4285,2.5537
1.4291,2.5537
1.4296,2.5537
1.4301,2.5586
1.4307,2.5391
1.4312,2.5586
1.4318,2.5537
1.4323,2.5586
1.4329,2.5439
1.4334,2.5537
1.4339,2.5586
1.4345,2.5488
1.4350,2.5537
1.4356,2.5537
1.4361,2.5537
1.4367,2.5537
1.4372,2.5537
1.4377,2.5439
1.4382,2.5488
1.4388,2.5537
1.4393,2.5488
1.4398,2.5439
1.4403,2.5488
1.4408,2.5537
1.4414,2.5488
1.4419,2.5439
1.4424,2.5537
1.4429,2.5537
1.4435,2.5537
1.4440,2.5488
1.4445,2.5488
1.4450,2.5488
1.4455,2.5488
1.4461,2.5439
1.4466,2.5488
1.4471,2.5488
1.4476,2.5488
1.4482,2.5537
1.4487,2.5537
1.4492,2.5488
1.4497,2.5537
1.4502,2.5488
1.4508,2.5488
1.4513,2.5439
1.4518,2.5537
1.4523,2.5439
1.4529,2.5488
1.4534,2.5488
1.4539,2.5439
1.4545,2.5488
1.4550,2.5537
1.4555,2.5537
1.4560,2.5488
1.4565,2.5439
1.4571,2.5439
1.4576,2.5537
1.4581,2.5488
1.4586,2.5439
1.4592,2.5537
1.4597,2.5537
1.4602,2.5537
1.4607,2.5537
1.4613,2.5488
1.4618,2.5537
1.4623,2.5537
1.4628,2.5391
1.4633,2.5488
1.4639,2.5439
1.4644,2.5488
1.4649,2.5537
1.4654,2.5537
1.4660,2.5488
1.4665,2.5488
1.4670,2.5537
1.4675,2.5537
1.4680,2.5537
1.4686,2.5439
1.4691,2.5439
1.4696,2.5537
1.4701,2.5537
1.4706,2.5537
1.4712,2.5537
1.4717,2.5391
1.4722,2.5488
1.4727,2.5537
1.4733,2.5537
1.4738,2.5537
1.4743,2.5537
1.4748,2.5488
1.4754,2.5488
1.4759,2.5439
1.4764,2.5537
1.4769,2.5537
1.4775,2.5488
1.4780,2.5488
1.4785,2.5488
1.4791,2.5586
1.4796,2.5537
1.4801,2.5537
1.4806,2.5537
1.4811,2.5488
1.4817,2.5439
1.4822,2.5439
1.4827,2.5537
1.4832,2.5537
1.4838,2.5391
1.4843,2.5439
1.4848,2.5537
1.4853,2.5488
1.4858,2.5537
1.4864,2.5537
1.4869,2.5488
1.4874,2.5488
1.4879,2.5537
1.4885,2.5488
1.4890,2.5537
1.4895,2.5488
1.4900,2.5488
1.4905,2.5488
1.4911,2.5537
1.4916,2.5537
1.4921,2.5537
1.4926,2.5488
1.4932,2.5439
1.4937,2.5488
1.4942,2.5439
1.4947,2.5537
1.4953,2.5537
1.4958,2.5537
1.4963,2.5488
1.4968,2.5488
1.4974,2.5586
1.4979,2.5439
1.4984,2.5537
1.4989,2.5537
1.4994,2.5488
1.5000,2.5537
1.5005,2.5537
1.5010,2.5537
1.5015,2.5537
1.5021,2.5537
