Время[c], Напряжение[В]
37.7499,1.0547
37.7504,1.0547
37.7510,1.0498
37.7515,1.0547
37.7521,1.0547
37.7526,1.0547
37.7532,1.0498
37.7537,1.0596
37.7543,1.0596
37.7549,1.0498
37.7554,1.0498
37.7560,1.0498
37.7565,1.0547
37.7571,1.0498
37.7576,1.0547
37.7582,1.0547
37.7587,1.0498
37.7593,1.0547
37.7598,1.0547
37.7604,1.0547
37.7609,1.0547
37.7615,1.0547
37.7620,1.0547
37.7626,1.0547
37.7631,1.0547
37.7637,1.0547
37.7642,1.0547
37.7648,1.0547
37.7653,1.0498
37.7659,1.0547
37.7664,1.0547
37.7670,1.0547
37.7675,1.0498
37.7681,1.0547
37.7686,1.0547
37.7692,1.0547
37.7698,1.0498
37.7703,1.0498
37.7709,1.0449
37.7714,1.0547
37.7720,1.0547
37.7725,1.0498
37.7731,1.0547
37.7736,1.0498
37.7742,1.0547
37.7747,1.0547
37.7753,1.0547
37.7758,1.0498
37.7764,1.0547
37.7769,1.0547
37.7775,1.0498
37.7780,1.0498
37.7786,1.0547
37.7791,1.0547
37.7797,1.0547
37.7802,1.0547
37.7808,1.0547
37.7813,1.0498
37.7819,1.0547
37.7824,1.0498
37.7830,1.0547
37.7836,1.0547
37.7841,1.0498
37.7847,1.0547
37.7852,1.0547
37.7858,1.0498
37.7863,1.0498
37.7869,1.0547
37.7874,1.0449
37.7880,1.0547
37.7885,1.0547
37.7891,1.0498
37.7896,1.0547
37.7902,1.0498
37.7907,1.0498
37.7913,1.0498
37.7918,1.0498
37.7924,1.0547
37.7929,1.0498
37.7935,1.0449
37.7940,1.0498
37.7946,1.0498
37.7951,1.0498
37.7957,1.0498
37.7963,1.0498
37.7968,1.0547
37.7974,1.0547
37.7979,1.0498
37.7985,1.0547
37.7990,1.0547
37.7996,1.0498
37.8001,1.0547
37.8007,1.0547
37.8012,1.0498
37.8018,1.0498
37.8023,1.0498
37.8029,1.0498
37.8034,1.0498
37.8040,1.0498
37.8045,1.0498
37.8051,1.0498
37.8056,1.0498
37.8062,1.0498
37.8068,1.0498
37.8074,1.0498
37.8080,1.0547
37.8085,1.0547
37.8091,1.0498
37.8096,1.0498
37.8102,1.0547
37.8107,1.0498
37.8113,1.0498
37.8118,1.0498
37.8124,1.0498
37.8129,1.0498
37.8135,1.0547
37.8140,1.0547
37.8146,1.0498
37.8152,1.0498
37.8157,1.0498
37.8163,1.0498
37.8169,1.0498
37.8174,1.0547
37.8180,1.0498
37.8185,1.0547
37.8191,1.0498
37.8196,1.0498
37.8202,1.0547
37.8207,1.0498
37.8213,1.0498
37.8218,1.0547
37.8224,1.0498
37.8229,1.0547
37.8235,1.0498
37.8240,1.0547
37.8246,1.0547
37.8251,1.0498
37.8257,1.0498
37.8262,1.0498
37.8268,1.0498
37.8274,1.0547
37.8279,1.0498
37.8285,1.0498
37.8290,1.0449
37.8296,1.0498
37.8301,1.0498
37.8307,1.0498
37.8312,1.0449
37.8318,1.0498
37.8323,1.0498
37.8329,1.0498
37.8334,1.0498
37.8340,1.0498
37.8345,1.0498
37.8351,1.0498
37.8356,1.0498
37.8362,1.0498
37.8367,1.0498
37.8373,1.0498
37.8378,1.0547
37.8384,1.0498
37.8389,1.0498
37.8395,1.0498
37.8400,1.0498
37.8406,1.0449
37.8412,1.0498
37.8417,1.0547
37.8423,1.0498
37.8428,1.0498
37.8434,1.0547
37.8439,1.0498
37.8445,1.0498
37.8450,1.0498
37.8456,1.0498
37.8461,1.0498
37.8467,1.0498
37.8472,1.0498
37.8478,1.0498
37.8483,1.0498
37.8492,1.0498
37.8498,1.0498
37.8503,1.0498
37.8509,1.0498
37.8514,1.0498
37.8520,1.0498
37.8525,1.0498
37.8531,1.0498
37.8536,1.0547
37.8542,1.0498
37.8547,1.0498
37.8553,1.0498
37.8558,1.0449
37.8564,1.0498
37.8569,1.0498
37.8575,1.0449
37.8580,1.0449
37.8586,1.0498
37.8591,1.0498
37.8597,1.0498
37.8602,1.0498
37.8608,1.0498
37.8613,1.0498
37.8618,1.0498
37.8624,1.0498
37.8629,1.0498
37.8635,1.0498
37.8640,1.0498
37.8646,1.0498
37.8651,1.0498
37.8657,1.0449
37.8662,1.0498
37.8668,1.0449
37.8673,1.0498
37.8679,1.0449
37.8684,1.0498
37.8690,1.0498
37.8695,1.0498
37.8701,1.0498
37.8706,1.0498
37.8712,1.0449
37.8717,1.0498
37.8723,1.0498
37.8728,1.0547
37.8734,1.0498
37.8739,1.0449
37.8745,1.0498
37.8750,1.0498
37.8756,1.0498
37.8761,1.0498
37.8767,1.0547
37.8772,1.0498
37.8777,1.0498
37.8783,1.0498
37.8788,1.0449
37.8794,1.0498
37.8799,1.0547
37.8805,1.0449
37.8810,1.0498
37.8816,1.0449
37.8821,1.0498
37.8827,1.0498
37.8832,1.0498
37.8838,1.0449
37.8843,1.0449
37.8849,1.0449
37.8854,1.0498
37.8860,1.0498
37.8866,1.0498
37.8871,1.0498
37.8877,1.0498
37.8882,1.0498
37.8888,1.0498
37.8893,1.0498
37.8899,1.0498
37.8904,1.0498
37.8910,1.0498
37.8915,1.0498
37.8921,1.0498
37.8926,1.0498
37.8932,1.0498
37.8938,1.0449
37.8943,1.0498
37.8949,1.0498
37.8954,1.0400
37.8960,1.0498
37.8965,1.0498
37.8971,1.0449
37.8976,1.0498
37.8982,1.0498
37.8987,1.0498
37.8993,1.0498
37.8998,1.0498
37.9004,1.0498
37.9009,1.0498
37.9015,1.0498
37.9020,1.0498
37.9026,1.0498
37.9031,1.0498
37.9037,1.0449
37.9042,1.0498
37.9048,1.0449
37.9053,1.0449
37.9059,1.0449
37.9064,1.0498
37.9070,1.0498
37.9075,1.0449
37.9081,1.0449
37.9086,1.0449
37.9092,1.0449
37.9097,1.0449
37.9103,1.0498
37.9109,1.0449
37.9114,1.0498
37.9120,1.0449
37.9125,1.0400
37.9131,1.0498
37.9136,1.0449
37.9142,1.0400
37.9147,1.0449
37.9153,1.0449
37.9158,1.0449
37.9164,1.0449
37.9169,1.0449
37.9175,1.0449
37.9180,1.0449
37.9186,1.0449
37.9192,1.0449
37.9198,1.0449
37.9204,1.0449
37.9210,1.0449
37.9216,1.0498
37.9222,1.0498
37.9228,1.0449
37.9234,1.0449
37.9240,1.0449
37.9246,1.0449
37.9252,1.0449
37.9257,1.0449
37.9263,1.0449
37.9269,1.0449
37.9274,1.0498
37.9280,1.0449
37.9286,1.0498
37.9291,1.0449
37.9297,1.0449
37.9302,1.0498
37.9313,1.0498
37.9319,1.0449
37.9324,1.0449
37.9330,1.0449
37.9336,1.0449
37.9341,1.0449
37.9347,1.0498
37.9352,1.0449
37.9358,1.0449
37.9363,1.0449
37.9369,1.0498
37.9375,1.0498
37.9380,1.0400
37.9386,1.0449
37.9402,1.0449
37.9408,1.0498
37.9413,1.0498
37.9419,1.0449
37.9425,1.0449
37.9430,1.0449
37.9436,1.0449
37.9442,1.0449
37.9448,1.0400
37.9453,1.0449
37.9459,1.0449
37.9465,1.0400
37.9470,1.0449
37.9476,1.0498
37.9482,1.0498
37.9489,1.0449
37.9495,1.0449
37.9501,1.0449
37.9507,1.0449
37.9513,1.0449
37.9519,1.0498
37.9525,1.0449
37.9531,1.0449
37.9537,1.0449
37.9543,1.0449
37.9549,1.0449
37.9555,1.0449
37.9561,1.0449
37.9567,1.0449
37.9572,1.0449
37.9578,1.0449
37.9583,1.0449
37.9589,1.0449
37.9595,1.0449
37.9600,1.0449
37.9606,1.0449
37.9611,1.0449
37.9617,1.0498
37.9622,1.0400
37.9628,1.0449
37.9633,1.0449
37.9639,1.0449
37.9644,1.0449
37.9650,1.0400
37.9655,1.0400
37.9661,1.0400
37.9666,1.0449
37.9672,1.0449
37.9677,1.0449
37.9683,1.0400
37.9688,1.0449
37.9694,1.0449
37.9699,1.0449
37.9705,1.0449
37.9710,1.0449
37.9716,1.0449
37.9721,1.0449
37.9727,1.0400
37.9732,1.0449
37.9738,1.0400
37.9743,1.0400
37.9748,1.0449
37.9754,1.0449
37.9759,1.0449
37.9765,1.0400
37.9770,1.0449
37.9776,1.0449
37.9781,1.0400
37.9787,1.0449
37.9792,1.0449
37.9798,1.0400
37.9803,1.0449
37.9809,1.0400
37.9814,1.0400
37.9820,1.0400
37.9825,1.0449
37.9831,1.0449
37.9836,1.0449
37.9842,1.0400
37.9847,1.0449
37.9853,1.0400
37.9858,1.0400
37.9864,1.0400
37.9869,1.0400
37.9875,1.0400
37.9880,1.0449
37.9886,1.0449
37.9891,1.0449
37.9897,1.0400
37.9902,1.0400
37.9908,1.0400
37.9913,1.0449
37.9919,1.0449
37.9924,1.0449
37.9930,1.0400
37.9935,1.0400
37.9940,1.0400
37.9946,1.0449
37.9951,1.0449
37.9957,1.0400
37.9962,1.0400
37.9968,1.0449
37.9973,1.0449
37.9979,1.0400
37.9984,1.0400
37.9990,1.0449
37.9995,1.0449
38.0001,1.0449
38.0006,1.0400
38.0012,1.0400
38.0017,1.0449
38.0023,1.0400
38.0028,1.0449
38.0034,1.0449
38.0039,1.0400
38.0045,1.0400
38.0050,1.0400
38.0055,1.0449
38.0061,1.0400
38.0066,1.0400
38.0072,1.0400
38.0077,1.0400
38.0083,1.0400
38.0088,1.0400
38.0094,1.0352
38.0099,1.0400
38.0105,1.0400
38.0110,1.0400
38.0116,1.0400
38.0121,1.0400
38.0127,1.0400
38.0133,1.0400
38.0138,1.0400
38.0144,1.0400
38.0149,1.0400
38.0155,1.0400
38.0160,1.0400
38.0166,1.0400
38.0171,1.0449
38.0176,1.0449
38.0182,1.0400
38.0187,1.0449
38.0193,1.0352
38.0198,1.0400
38.0204,1.0400
38.0209,1.0400
38.0215,1.0400
38.0220,1.0400
38.0226,1.0352
38.0232,1.0400
38.0237,1.0352
38.0243,1.0400
38.0249,1.0352
38.0255,1.0449
38.0260,1.0400
38.0266,1.0400
38.0271,1.0400
38.0276,1.0400
38.0282,1.0400
38.0287,1.0400
38.0293,1.0400
38.0298,1.0400
38.0304,1.0400
38.0309,1.0400
38.0314,1.0400
38.0320,1.0352
38.0325,1.0400
38.0331,1.0352
38.0336,1.0352
38.0341,1.0400
38.0347,1.0400
38.0352,1.0400
38.0357,1.0400
38.0363,1.0400
38.0368,1.0352
38.0374,1.0400
38.0379,1.0352
38.0384,1.0400
38.0390,1.0400
38.0395,1.0352
38.0400,1.0400
38.0406,1.0400
38.0411,1.0400
38.0417,1.0352
38.0422,1.0400
38.0427,1.0400
38.0433,1.0400
38.0438,1.0400
38.0443,1.0400
38.0449,1.0400
38.0454,1.0400
38.0460,1.0400
38.0465,1.0400
38.0470,1.0400
38.0476,1.0400
38.0481,1.0400
38.0486,1.0352
38.0492,1.0400
38.0497,1.0352
38.0503,1.0400
38.0508,1.0352
38.0513,1.0400
38.0519,1.0400
38.0524,1.0400
38.0530,1.0352
38.0535,1.0352
38.0540,1.0352
38.0546,1.0400
38.0551,1.0400
38.0556,1.0400
38.0562,1.0352
38.0567,1.0400
38.0573,1.0400
38.0579,1.0400
38.0584,1.0400
38.0589,1.0400
38.0595,1.0352
38.0600,1.0400
38.0606,1.0400
38.0611,1.0400
38.0616,1.0352
38.0622,1.0400
38.0627,1.0400
38.0633,1.0400
38.0638,1.0352
38.0643,1.0400
38.0649,1.0400
38.0654,1.0352
38.0660,1.0352
38.0665,1.0400
38.0670,1.0400
38.0676,1.0352
38.0681,1.0352
38.0686,1.0352
38.0692,1.0400
38.0697,1.0352
38.0703,1.0303
38.0708,1.0400
38.0713,1.0352
38.0719,1.0400
38.0724,1.0400
38.0729,1.0352
38.0735,1.0400
38.0740,1.0400
38.0746,1.0352
38.0751,1.0352
38.0756,1.0400
38.0762,1.0352
38.0767,1.0400
38.0772,1.0352
38.0778,1.0352
38.0783,1.0352
38.0789,1.0352
38.0794,1.0352
38.0799,1.0400
38.0805,1.0352
38.0810,1.0352
38.0815,1.0400
38.0821,1.0352
38.0826,1.0400
38.0832,1.0303
38.0837,1.0400
38.0843,1.0400
38.0848,1.0352
38.0853,1.0352
38.0859,1.0352
38.0864,1.0352
38.0869,1.0400
38.0875,1.0352
38.0880,1.0400
38.0886,1.0352
38.0891,1.0352
38.0896,1.0400
38.0902,1.0352
38.0907,1.0352
38.0912,1.0352
38.0918,1.0352
38.0923,1.0352
38.0929,1.0352
38.0934,1.0352
38.0939,1.0352
38.0945,1.0400
38.0950,1.0352
38.0955,1.0352
38.0961,1.0352
38.0966,1.0352
38.0972,1.0352
38.0977,1.0352
38.0983,1.0352
38.0988,1.0352
38.0993,1.0352
38.0999,1.0352
38.1004,1.0352
38.1009,1.0352
38.1015,1.0352
38.1020,1.0352
38.1026,1.0352
38.1031,1.0352
38.1036,1.0303
38.1042,1.0352
38.1047,1.0303
38.1052,1.0352
38.1058,1.0352
38.1063,1.0352
38.1068,1.0352
38.1074,1.0352
38.1079,1.0352
38.1085,1.0352
38.1090,1.0352
38.1095,1.0352
38.1101,1.0352
38.1106,1.0352
38.1111,1.0352
38.1117,1.0352
38.1122,1.0352
38.1128,1.0352
38.1133,1.0352
38.1139,1.0352
38.1144,1.0352
38.1149,1.0303
38.1155,1.0352
38.1160,1.0352
38.1166,1.0352
38.1171,1.0303
38.1176,1.0352
38.1182,1.0352
38.1187,1.0352
38.1192,1.0352
38.1198,1.0352
38.1203,1.0352
38.1209,1.0303
38.1214,1.0303
38.1219,1.0352
38.1225,1.0352
38.1230,1.0400
38.1235,1.0303
38.1241,1.0352
38.1246,1.0303
38.1253,1.0352
38.1258,1.0303
38.1263,1.0303
38.1269,1.0400
38.1275,1.0352
38.1280,1.0352
38.1286,1.0303
38.1291,1.0352
38.1297,1.0303
38.1302,1.0352
38.1308,1.0352
38.1313,1.0254
38.1319,1.0303
38.1324,1.0352
38.1330,1.0352
38.1335,1.0352
38.1341,1.0352
38.1346,1.0352
38.1352,1.0400
38.1357,1.0303
38.1363,1.0352
38.1368,1.0352
38.1374,1.0303
38.1379,1.0352
38.1385,1.0303
38.1390,1.0303
38.1396,1.0352
38.1401,1.0352
38.1407,1.0352
38.1412,1.0352
38.1418,1.0352
38.1423,1.0303
38.1429,1.0303
38.1434,1.0352
38.1440,1.0352
38.1445,1.0303
38.1451,1.0303
38.1456,1.0352
38.1462,1.0303
38.1467,1.0352
38.1473,1.0303
38.1478,1.0352
38.1483,1.0303
38.1489,1.0303
38.1494,1.0303
38.1500,1.0352
38.1505,1.0352
38.1511,1.0352
38.1516,1.0352
38.1522,1.0254
38.1527,1.0352
38.1533,1.0303
38.1538,1.0352
38.1544,1.0352
38.1549,1.0352
38.1555,1.0352
38.1560,1.0352
38.1566,1.0303
38.1571,1.0303
38.1577,1.0352
38.1582,1.0352
38.1588,1.0303
38.1593,1.0352
38.1599,1.0303
38.1604,1.0303
38.1610,1.0352
38.1615,1.0303
38.1621,1.0303
38.1626,1.0352
38.1632,1.0303
38.1637,1.0352
38.1643,1.0352
38.1648,1.0303
38.1654,1.0303
38.1659,1.0352
38.1665,1.0303
38.1671,1.0303
38.1676,1.0303
38.1682,1.0303
38.1687,1.0303
38.1693,1.0303
38.1698,1.0352
38.1704,1.0254
38.1709,1.0303
38.1715,1.0303
38.1720,1.0352
38.1726,1.0352
38.1731,1.0303
38.1737,1.0352
38.1742,1.0303
38.1748,1.0352
38.1753,1.0352
38.1759,1.0303
38.1764,1.0303
38.1770,1.0303
38.1775,1.0303
38.1781,1.0303
38.1786,1.0303
38.1792,1.0352
38.1797,1.0352
38.1803,1.0303
38.1808,1.0303
38.1813,1.0352
38.1819,1.0352
38.1824,1.0254
38.1830,1.0303
38.1836,1.0303
38.1841,1.0303
38.1846,1.0303
38.1852,1.0303
38.1857,1.0303
38.1863,1.0254
38.1868,1.0303
38.1874,1.0303
38.1879,1.0352
38.1885,1.0352
38.1890,1.0303
38.1896,1.0303
38.1901,1.0303
38.1907,1.0352
38.1912,1.0303
38.1918,1.0303
38.1923,1.0303
38.1929,1.0303
38.1934,1.0303
38.1940,1.0303
38.1945,1.0303
38.1951,1.0254
38.1956,1.0303
38.1962,1.0303
38.1967,1.0303
38.1973,1.0303
38.1978,1.0303
38.1984,1.0254
38.1989,1.0303
38.1995,1.0303
38.2000,1.0352
38.2006,1.0303
38.2011,1.0303
38.2017,1.0303
38.2022,1.0303
38.2028,1.0254
38.2033,1.0303
38.2039,1.0303
38.2044,1.0254
38.2050,1.0303
38.2055,1.0303
38.2061,1.0352
38.2066,1.0303
38.2072,1.0254
38.2077,1.0303
38.2083,1.0303
38.2088,1.0254
38.2094,1.0303
38.2099,1.0303
38.2105,1.0303
38.2110,1.0303
38.2116,1.0303
38.2121,1.0303
38.2127,1.0303
38.2132,1.0303
38.2138,1.0303
38.2143,1.0254
38.2149,1.0254
38.2154,1.0303
38.2160,1.0303
38.2165,1.0303
38.2171,1.0303
38.2176,1.0303
38.2182,1.0303
38.2187,1.0303
38.2192,1.0303
38.2198,1.0254
38.2203,1.0303
38.2209,1.0303
38.2214,1.0303
38.2220,1.0303
38.2225,1.0303
38.2231,1.0303
38.2236,1.0254
38.2242,1.0303
38.2247,1.0303
38.2253,1.0303
38.2259,1.0303
38.2264,1.0303
38.2270,1.0254
38.2275,1.0303
38.2281,1.0303
38.2286,1.0254
38.2292,1.0303
38.2297,1.0254
38.2303,1.0254
38.2308,1.0254
38.2314,1.0254
38.2319,1.0303
38.2325,1.0303
38.2330,1.0303
38.2336,1.0303
38.2341,1.0303
38.2347,1.0254
38.2352,1.0303
38.2358,1.0254
38.2363,1.0303
38.2369,1.0303
38.2374,1.0254
38.2380,1.0254
38.2385,1.0254
38.2391,1.0303
38.2396,1.0254
38.2402,1.0303
38.2407,1.0303
38.2413,1.0254
38.2418,1.0303
38.2424,1.0254
38.2429,1.0254
38.2435,1.0254
38.2440,1.0254
38.2446,1.0303
38.2451,1.0303
38.2457,1.0303
38.2462,1.0254
38.2468,1.0254
38.2473,1.0254
38.2479,1.0254
38.2484,1.0254
38.2490,1.0303
38.2495,1.0303
38.2501,1.0303
38.2506,1.0303
38.2512,1.0254
38.2517,1.0205
38.2523,1.0303
38.2528,1.0254
38.2534,1.0254
38.2539,1.0205
38.2545,1.0303
38.2550,1.0254
38.2556,1.0254
38.2561,1.0254
38.2566,1.0205
38.2572,1.0254
38.2577,1.0254
38.2583,1.0254
38.2588,1.0254
38.2594,1.0254
38.2599,1.0254
38.2605,1.0254
38.2610,1.0205
38.2616,1.0254
38.2621,1.0254
38.2627,1.0303
38.2632,1.0303
38.2638,1.0254
38.2643,1.0254
38.2649,1.0303
38.2654,1.0254
38.2660,1.0303
38.2665,1.0254
38.2671,1.0254
38.2676,1.0254
38.2682,1.0254
38.2687,1.0303
38.2693,1.0254
38.2698,1.0254
38.2704,1.0303
38.2709,1.0254
38.2715,1.0254
38.2720,1.0254
38.2726,1.0254
38.2731,1.0254
38.2737,1.0254
38.2742,1.0254
38.2748,1.0254
38.2753,1.0303
38.2759,1.0205
38.2764,1.0254
38.2770,1.0205
38.2775,1.0254
38.2781,1.0254
38.2786,1.0254
38.2791,1.0254
38.2797,1.0254
38.2802,1.0254
38.2808,1.0254
38.2813,1.0254
38.2819,1.0254
38.2824,1.0254
38.2830,1.0254
38.2835,1.0205
38.2841,1.0254
38.2846,1.0254
38.2852,1.0205
38.2857,1.0254
38.2863,1.0205
38.2868,1.0254
38.2874,1.0205
38.2879,1.0254
38.2885,1.0254
38.2890,1.0205
38.2896,1.0254
38.2901,1.0205
38.2907,1.0205
38.2912,1.0254
38.2918,1.0205
38.2923,1.0254
38.2929,1.0254
38.2934,1.0254
38.2940,1.0254
38.2945,1.0254
38.2951,1.0205
38.2956,1.0205
38.2962,1.0205
38.2967,1.0254
38.2973,1.0205
38.2978,1.0254
38.2984,1.0254
38.2989,1.0205
38.2995,1.0254
38.3000,1.0205
38.3006,1.0205
38.3011,1.0205
38.3017,1.0254
38.3022,1.0254
38.3028,1.0205
38.3033,1.0254
38.3039,1.0205
38.3044,1.0254
38.3050,1.0254
38.3055,1.0254
38.3061,1.0254
38.3066,1.0254
38.3072,1.0254
38.3077,1.0156
38.3083,1.0205
38.3088,1.0254
38.3094,1.0205
38.3099,1.0254
38.3105,1.0254
38.3110,1.0205
38.3116,1.0205
38.3121,1.0254
38.3127,1.0205
38.3132,1.0254
38.3138,1.0254
38.3143,1.0205
38.3149,1.0205
38.3154,1.0254
38.3160,1.0254
38.3165,1.0205
38.3171,1.0254
38.3176,1.0254
38.3182,1.0205
38.3187,1.0205
38.3193,1.0254
38.3198,1.0205
38.3204,1.0205
38.3209,1.0205
38.3215,1.0254
38.3220,1.0254
38.3226,1.0205
38.3231,1.0254
38.3237,1.0254
38.3242,1.0254
38.3247,1.0254
38.3253,1.0205
38.3258,1.0254
38.3264,1.0205
38.3270,1.0205
38.3275,1.0205
38.3280,1.0205
38.3286,1.0205
38.3291,1.0254
38.3297,1.0254
38.3302,1.0205
38.3308,1.0254
38.3313,1.0205
38.3319,1.0205
38.3324,1.0205
38.3330,1.0205
38.3335,1.0205
38.3341,1.0205
38.3346,1.0205
38.3352,1.0156
38.3357,1.0205
38.3363,1.0254
38.3368,1.0205
38.3373,1.0205
38.3379,1.0254
38.3384,1.0205
38.3390,1.0254
38.3395,1.0254
38.3401,1.0205
38.3406,1.0254
38.3412,1.0254
38.3417,1.0205
38.3423,1.0205
38.3428,1.0156
38.3434,1.0205
38.3439,1.0205
38.3445,1.0254
38.3450,1.0205
38.3456,1.0205
38.3461,1.0205
38.3467,1.0205
38.3472,1.0254
38.3478,1.0254
38.3483,1.0254
38.3489,1.0254
38.3494,1.0205
38.3500,1.0254
38.3505,1.0205
38.3511,1.0205
38.3516,1.0205
38.3522,1.0205
38.3527,1.0205
38.3533,1.0205
38.3538,1.0205
38.3543,1.0254
38.3549,1.0254
38.3554,1.0254
38.3560,1.0205
38.3565,1.0205
38.3571,1.0254
38.3576,1.0205
38.3582,1.0254
38.3587,1.0254
38.3593,1.0254
38.3598,1.0254
38.3604,1.0254
38.3609,1.0254
38.3615,1.0205
38.3620,1.0254
38.3626,1.0205
38.3631,1.0254
38.3637,1.0254
38.3642,1.0254
38.3648,1.0205
38.3653,1.0205
38.3659,1.0254
38.3664,1.0156
38.3670,1.0205
38.3675,1.0254
38.3681,1.0254
38.3686,1.0205
38.3691,1.0254
38.3697,1.0205
38.3702,1.0205
38.3708,1.0254
38.3713,1.0254
38.3719,1.0254
38.3724,1.0254
38.3730,1.0254
38.3735,1.0254
38.3741,1.0205
38.3746,1.0254
38.3752,1.0205
38.3757,1.0254
38.3763,1.0254
38.3769,1.0254
38.3774,1.0254
38.3779,1.0205
38.3785,1.0205
38.3790,1.0205
38.3796,1.0254
38.3802,1.0303
38.3807,1.0254
38.3813,1.0254
38.3818,1.0254
38.3824,1.0254
38.3829,1.0254
38.3835,1.0254
38.3840,1.0254
38.3846,1.0254
38.3851,1.0303
38.3857,1.0205
38.3862,1.0254
38.3867,1.0254
38.3873,1.0254
38.3878,1.0254
38.3884,1.0254
38.3889,1.0254
38.3895,1.0303
38.3900,1.0205
38.3906,1.0254
38.3911,1.0205
38.3917,1.0254
38.3922,1.0254
38.3928,1.0254
38.3933,1.0303
38.3939,1.0254
38.3944,1.0254
38.3950,1.0254
38.3955,1.0254
38.3961,1.0254
38.3966,1.0254
38.3972,1.0254
38.3977,1.0205
38.3983,1.0254
38.3988,1.0205
38.3994,1.0254
38.3999,1.0254
38.4005,1.0254
38.4010,1.0254
38.4016,1.0254
38.4021,1.0205
38.4027,1.0303
38.4032,1.0254
38.4038,1.0254
38.4043,1.0254
38.4048,1.0254
38.4054,1.0205
38.4059,1.0254
38.4065,1.0254
38.4070,1.0254
38.4076,1.0254
38.4081,1.0254
38.4087,1.0254
38.4092,1.0303
38.4098,1.0254
38.4103,1.0303
38.4109,1.0254
38.4114,1.0205
38.4120,1.0254
38.4125,1.0254
38.4131,1.0254
38.4136,1.0254
38.4142,1.0254
38.4147,1.0254
38.4153,1.0254
38.4158,1.0205
38.4164,1.0254
38.4169,1.0254
38.4175,1.0303
38.4180,1.0254
38.4189,1.0254
38.4195,1.0303
38.4228,1.0254
38.4234,1.0254
38.4240,1.0303
38.4246,1.0254
38.4252,1.0254
38.4257,1.0254
38.4263,1.0254
38.4270,1.0254
38.4275,1.0303
38.4281,1.0303
38.4287,1.0303
38.4293,1.0254
38.4298,1.0254
38.4304,1.0254
38.4309,1.0254
38.4315,1.0254
38.4321,1.0254
38.4326,1.0254
38.4332,1.0254
38.4337,1.0303
38.4343,1.0254
38.4348,1.0254
38.4354,1.0254
38.4359,1.0254
38.4365,1.0254
38.4370,1.0303
38.4376,1.0254
38.4382,1.0303
38.4387,1.0254
38.4393,1.0303
38.4399,1.0254
38.4405,1.0254
38.4410,1.0254
38.4416,1.0254
38.4422,1.0254
38.4427,1.0254
38.4433,1.0303
38.4439,1.0205
38.4445,1.0254
38.4450,1.0303
38.4456,1.0205
38.4462,1.0254
38.4467,1.0254
38.4473,1.0254
38.4478,1.0254
38.4484,1.0254
38.4490,1.0205
38.4496,1.0254
38.4501,1.0254
38.4507,1.0254
38.4512,1.0254
38.4518,1.0254
38.4523,1.0303
38.4529,1.0254
38.4534,1.0254
38.4539,1.0254
38.4545,1.0303
38.4550,1.0254
38.4556,1.0303
38.4561,1.0303
38.4567,1.0254
38.4572,1.0254
38.4577,1.0303
38.4583,1.0254
38.4588,1.0303
38.4594,1.0205
38.4599,1.0254
38.4604,1.0254
38.4610,1.0303
38.4615,1.0254
38.4621,1.0254
38.4626,1.0254
38.4632,1.0254
38.4637,1.0254
38.4643,1.0254
38.4648,1.0254
38.4654,1.0254
38.4659,1.0254
38.4665,1.0254
38.4670,1.0254
38.4676,1.0303
38.4681,1.0254
38.4687,1.0254
38.4692,1.0254
38.4697,1.0254
38.4703,1.0254
38.4708,1.0254
38.4714,1.0303
38.4719,1.0254
38.4724,1.0254
38.4730,1.0254
38.4735,1.0254
38.4741,1.0254
38.4746,1.0254
38.4752,1.0254
38.4757,1.0254
38.4762,1.0254
38.4768,1.0254
38.4773,1.0303
38.4779,1.0254
38.4784,1.0254
38.4790,1.0254
38.4795,1.0254
38.4800,1.0254
38.4806,1.0254
38.4811,1.0254
38.4817,1.0254
38.4822,1.0254
38.4828,1.0254
38.4833,1.0254
38.4838,1.0254
38.4844,1.0303
38.4849,1.0205
38.4855,1.0254
38.4860,1.0254
38.4866,1.0254
38.4871,1.0254
38.4876,1.0254
38.4882,1.0254
38.4887,1.0254
38.4893,1.0254
38.4898,1.0254
38.4904,1.0205
38.4909,1.0254
38.4914,1.0254
38.4920,1.0303
38.4925,1.0303
38.4931,1.0254
38.4936,1.0303
38.4942,1.0254
38.4947,1.0254
38.4953,1.0254
38.4958,1.0254
38.4963,1.0254
38.4969,1.0254
38.4974,1.0254
38.4980,1.0254
38.4985,1.0254
38.4991,1.0254
38.4996,1.0254
38.5002,1.0254
38.5007,1.0254
38.5013,1.0254
38.5018,1.0205
38.5023,1.0254
38.5029,1.0254
38.5034,1.0303
38.5040,1.0254
38.5045,1.0254
38.5051,1.0205
38.5056,1.0254
38.5061,1.0205
38.5067,1.0254
38.5072,1.0205
38.5078,1.0303
38.5083,1.0254
38.5089,1.0254
38.5094,1.0254
38.5099,1.0205
38.5105,1.0254
38.5110,1.0303
38.5116,1.0254
38.5121,1.0254
38.5127,1.0254
38.5132,1.0254
38.5138,1.0205
38.5143,1.0254
38.5149,1.0254
38.5154,1.0205
38.5160,1.0205
38.5165,1.0254
38.5170,1.0254
38.5176,1.0254
38.5181,1.0254
38.5187,1.0254
38.5192,1.0254
38.5198,1.0254
38.5203,1.0254
38.5209,1.0254
38.5214,1.0254
38.5220,1.0254
38.5225,1.0254
38.5231,1.0254
38.5236,1.0254
